"","Civil.Service.grad","gradeval","Group","Gender","Date","count","total","share","gradescore","sorter","totalgroup","share2","left","grp","yvar"
"151","AO/AA",1,"DH","Female",2014,70,1920,0.0364583333333333,0.0572916666666667,0.647916666666667,FALSE,0.0182291666666667,TRUE,"TRUE2014",0.0182291666666667
"152","AO/AA",1,"DH","Male",2014,40,1920,0.0208333333333333,0.0572916666666667,0.647916666666667,FALSE,0.0104166666666667,TRUE,"TRUE2014",0.0104166666666667
"153","EO",2,"DH","Male",2014,90,1920,0.046875,0.322916666666667,0.647916666666667,FALSE,0.0234375,TRUE,"TRUE2014",0.0234375
"154","EO",2,"DH","Female",2014,220,1920,0.114583333333333,0.322916666666667,0.647916666666667,FALSE,0.0572916666666667,TRUE,"TRUE2014",0.0572916666666667
"155","G6/G7",4,"DH","Female",2014,360,1920,0.1875,1.35416666666667,0.647916666666667,FALSE,0.09375,TRUE,"TRUE2014",0.09375
"156","G6/G7",4,"DH","Male",2014,290,1920,0.151041666666667,1.35416666666667,0.647916666666667,FALSE,0.0755208333333333,TRUE,"TRUE2014",0.0755208333333333
"157","SCS",5,"DH","Female",2014,70,1920,0.0364583333333333,0.442708333333333,0.647916666666667,FALSE,0.0182291666666667,TRUE,"TRUE2014",0.0182291666666667
"158","SCS",5,"DH","Male",2014,100,1920,0.0520833333333333,0.442708333333333,0.647916666666667,FALSE,0.0260416666666667,TRUE,"TRUE2014",0.0260416666666667
"159","SEO/HEO",3,"DH","Female",2014,380,1920,0.197916666666667,1.0625,0.647916666666667,FALSE,0.0989583333333333,TRUE,"TRUE2014",0.0989583333333333
"160","SEO/HEO",3,"DH","Male",2014,300,1920,0.15625,1.0625,0.647916666666667,FALSE,0.078125,TRUE,"TRUE2014",0.078125
"161","AO/AA",1,"HMT","Female",2010,80,1450,0.0551724137931034,0.0827586206896552,0.649655172413793,FALSE,-0.0275862068965517,FALSE,"FALSE2010",-0.0275862068965517
"162","AO/AA",1,"HMT","Male",2010,40,1450,0.0275862068965517,0.0827586206896552,0.649655172413793,FALSE,-0.0137931034482759,FALSE,"FALSE2010",-0.0137931034482759
"163","EO",2,"HMT","Female",2010,120,1450,0.0827586206896552,0.262068965517241,0.649655172413793,FALSE,-0.0413793103448276,FALSE,"FALSE2010",-0.0413793103448276
"164","EO",2,"HMT","Male",2010,70,1450,0.0482758620689655,0.262068965517241,0.649655172413793,FALSE,-0.0241379310344828,FALSE,"FALSE2010",-0.0241379310344828
"165","G6/G7",4,"HMT","Female",2010,170,1450,0.117241379310345,1.29655172413793,0.649655172413793,FALSE,-0.0586206896551724,FALSE,"FALSE2010",-0.0586206896551724
"166","G6/G7",4,"HMT","Male",2010,300,1450,0.206896551724138,1.29655172413793,0.649655172413793,FALSE,-0.103448275862069,FALSE,"FALSE2010",-0.103448275862069
"167","SCS",5,"HMT","Female",2010,60,1450,0.0413793103448276,0.551724137931034,0.649655172413793,FALSE,-0.0206896551724138,FALSE,"FALSE2010",-0.0206896551724138
"168","SCS",5,"HMT","Male",2010,100,1450,0.0689655172413793,0.551724137931034,0.649655172413793,FALSE,-0.0344827586206897,FALSE,"FALSE2010",-0.0344827586206897
"169","SEO/HEO",3,"HMT","Female",2010,210,1450,0.144827586206897,1.0551724137931,0.649655172413793,FALSE,-0.0724137931034483,FALSE,"FALSE2010",-0.0724137931034483
"170","SEO/HEO",3,"HMT","Male",2010,300,1450,0.206896551724138,1.0551724137931,0.649655172413793,FALSE,-0.103448275862069,FALSE,"FALSE2010",-0.103448275862069
"171","AO/AA",1,"HMT","Female",2014,50,1220,0.040983606557377,0.0573770491803279,0.644262295081967,FALSE,-0.0204918032786885,FALSE,"FALSE2014",-0.0204918032786885
"172","AO/AA",1,"HMT","Male",2014,20,1220,0.0163934426229508,0.0573770491803279,0.644262295081967,FALSE,-0.00819672131147541,FALSE,"FALSE2014",-0.00819672131147541
"173","EO",2,"HMT","Female",2014,90,1220,0.0737704918032787,0.229508196721311,0.644262295081967,FALSE,-0.0368852459016393,FALSE,"FALSE2014",-0.0368852459016393
"174","EO",2,"HMT","Male",2014,50,1220,0.040983606557377,0.229508196721311,0.644262295081967,FALSE,-0.0204918032786885,FALSE,"FALSE2014",-0.0204918032786885
"175","G6/G7",4,"HMT","Female",2014,160,1220,0.131147540983607,1.31147540983607,0.644262295081967,FALSE,-0.0655737704918033,FALSE,"FALSE2014",-0.0655737704918033
"176","G6/G7",4,"HMT","Male",2014,240,1220,0.19672131147541,1.31147540983607,0.644262295081967,FALSE,-0.0983606557377049,FALSE,"FALSE2014",-0.0983606557377049
"177","SCS",5,"HMT","Female",2014,50,1220,0.040983606557377,0.491803278688525,0.644262295081967,FALSE,-0.0204918032786885,FALSE,"FALSE2014",-0.0204918032786885
"178","SCS",5,"HMT","Male",2014,70,1220,0.0573770491803279,0.491803278688525,0.644262295081967,FALSE,-0.0286885245901639,FALSE,"FALSE2014",-0.0286885245901639
"179","SEO/HEO",3,"HMT","Female",2014,200,1220,0.163934426229508,1.13114754098361,0.644262295081967,FALSE,-0.0819672131147541,FALSE,"FALSE2014",-0.0819672131147541
"180","SEO/HEO",3,"HMT","Male",2014,260,1220,0.213114754098361,1.13114754098361,0.644262295081967,FALSE,-0.10655737704918,FALSE,"FALSE2014",-0.10655737704918
"181","AO/AA",1,"HMT","Female",2010,80,1450,0.0551724137931034,0.0827586206896552,0.649655172413793,FALSE,0.0275862068965517,TRUE,"TRUE2010",0.0275862068965517
"182","AO/AA",1,"HMT","Male",2010,40,1450,0.0275862068965517,0.0827586206896552,0.649655172413793,FALSE,0.0137931034482759,TRUE,"TRUE2010",0.0137931034482759
"183","EO",2,"HMT","Female",2010,120,1450,0.0827586206896552,0.262068965517241,0.649655172413793,FALSE,0.0413793103448276,TRUE,"TRUE2010",0.0413793103448276
"184","EO",2,"HMT","Male",2010,70,1450,0.0482758620689655,0.262068965517241,0.649655172413793,FALSE,0.0241379310344828,TRUE,"TRUE2010",0.0241379310344828
"185","G6/G7",4,"HMT","Female",2010,170,1450,0.117241379310345,1.29655172413793,0.649655172413793,FALSE,0.0586206896551724,TRUE,"TRUE2010",0.0586206896551724
"186","G6/G7",4,"HMT","Male",2010,300,1450,0.206896551724138,1.29655172413793,0.649655172413793,FALSE,0.103448275862069,TRUE,"TRUE2010",0.103448275862069
"187","SCS",5,"HMT","Female",2010,60,1450,0.0413793103448276,0.551724137931034,0.649655172413793,FALSE,0.0206896551724138,TRUE,"TRUE2010",0.0206896551724138
"188","SCS",5,"HMT","Male",2010,100,1450,0.0689655172413793,0.551724137931034,0.649655172413793,FALSE,0.0344827586206897,TRUE,"TRUE2010",0.0344827586206897
"189","SEO/HEO",3,"HMT","Female",2010,210,1450,0.144827586206897,1.0551724137931,0.649655172413793,FALSE,0.0724137931034483,TRUE,"TRUE2010",0.0724137931034483
"190","SEO/HEO",3,"HMT","Male",2010,300,1450,0.206896551724138,1.0551724137931,0.649655172413793,FALSE,0.103448275862069,TRUE,"TRUE2010",0.103448275862069
"191","AO/AA",1,"HMT","Female",2014,50,1220,0.040983606557377,0.0573770491803279,0.644262295081967,FALSE,0.0204918032786885,TRUE,"TRUE2014",0.0204918032786885
"192","AO/AA",1,"HMT","Male",2014,20,1220,0.0163934426229508,0.0573770491803279,0.644262295081967,FALSE,0.00819672131147541,TRUE,"TRUE2014",0.00819672131147541
"193","EO",2,"HMT","Female",2014,90,1220,0.0737704918032787,0.229508196721311,0.644262295081967,FALSE,0.0368852459016393,TRUE,"TRUE2014",0.0368852459016393
"194","EO",2,"HMT","Male",2014,50,1220,0.040983606557377,0.229508196721311,0.644262295081967,FALSE,0.0204918032786885,TRUE,"TRUE2014",0.0204918032786885
"195","G6/G7",4,"HMT","Female",2014,160,1220,0.131147540983607,1.31147540983607,0.644262295081967,FALSE,0.0655737704918033,TRUE,"TRUE2014",0.0655737704918033
"196","G6/G7",4,"HMT","Male",2014,240,1220,0.19672131147541,1.31147540983607,0.644262295081967,FALSE,0.0983606557377049,TRUE,"TRUE2014",0.0983606557377049
"197","SCS",5,"HMT","Female",2014,50,1220,0.040983606557377,0.491803278688525,0.644262295081967,FALSE,0.0204918032786885,TRUE,"TRUE2014",0.0204918032786885
"198","SCS",5,"HMT","Male",2014,70,1220,0.0573770491803279,0.491803278688525,0.644262295081967,FALSE,0.0286885245901639,TRUE,"TRUE2014",0.0286885245901639
"199","SEO/HEO",3,"HMT","Female",2014,200,1220,0.163934426229508,1.13114754098361,0.644262295081967,FALSE,0.0819672131147541,TRUE,"TRUE2014",0.0819672131147541
"200","SEO/HEO",3,"HMT","Male",2014,260,1220,0.213114754098361,1.13114754098361,0.644262295081967,FALSE,0.10655737704918,TRUE,"TRUE2014",0.10655737704918
"201","AO/AA",1,"BIS","Female",2010,240,4010,0.0598503740648379,0.0972568578553616,0.613466334164589,FALSE,-0.029925187032419,FALSE,"FALSE2010",-0.029925187032419
"202","AO/AA",1,"BIS","Male",2010,150,4010,0.0374064837905237,0.0972568578553616,0.613466334164589,FALSE,-0.0187032418952618,FALSE,"FALSE2010",-0.0187032418952618
"203","EO",2,"BIS","Female",2010,360,4010,0.0897755610972569,0.314214463840399,0.613466334164589,FALSE,-0.0448877805486284,FALSE,"FALSE2010",-0.0448877805486284
"204","EO",2,"BIS","Male",2010,270,4010,0.0673316708229426,0.314214463840399,0.613466334164589,FALSE,-0.0336658354114713,FALSE,"FALSE2010",-0.0336658354114713
"205","G6/G7",4,"BIS","Male",2010,680,4010,0.169576059850374,1.21695760598504,0.613466334164589,FALSE,-0.084788029925187,FALSE,"FALSE2010",-0.084788029925187
"206","G6/G7",4,"BIS","Female",2010,540,4010,0.134663341645885,1.21695760598504,0.613466334164589,FALSE,-0.0673316708229426,FALSE,"FALSE2010",-0.0673316708229426
"207","SCS",5,"BIS","Female",2010,100,4010,0.0249376558603491,0.324189526184539,0.613466334164589,FALSE,-0.0124688279301746,FALSE,"FALSE2010",-0.0124688279301746
"208","SCS",5,"BIS","Male",2010,160,4010,0.0399002493765586,0.324189526184539,0.613466334164589,FALSE,-0.0199501246882793,FALSE,"FALSE2010",-0.0199501246882793
"209","SEO/HEO",3,"BIS","Male",2010,810,4010,0.201995012468828,1.11471321695761,0.613466334164589,FALSE,-0.100997506234414,FALSE,"FALSE2010",-0.100997506234414
"210","SEO/HEO",3,"BIS","Female",2010,680,4010,0.169576059850374,1.11471321695761,0.613466334164589,FALSE,-0.084788029925187,FALSE,"FALSE2010",-0.084788029925187
"211","AO/AA",1,"BIS","Female",2014,100,3090,0.0323624595469256,0.0550161812297735,0.651779935275081,FALSE,-0.0161812297734628,FALSE,"FALSE2014",-0.0161812297734628
"212","AO/AA",1,"BIS","Male",2014,70,3090,0.0226537216828479,0.0550161812297735,0.651779935275081,FALSE,-0.0113268608414239,FALSE,"FALSE2014",-0.0113268608414239
"213","EO",2,"BIS","Female",2014,240,3090,0.0776699029126214,0.258899676375405,0.651779935275081,FALSE,-0.0388349514563107,FALSE,"FALSE2014",-0.0388349514563107
"214","EO",2,"BIS","Male",2014,160,3090,0.0517799352750809,0.258899676375405,0.651779935275081,FALSE,-0.0258899676375405,FALSE,"FALSE2014",-0.0258899676375405
"215","G6/G7",4,"BIS","Male",2014,580,3090,0.187702265372168,1.44983818770227,0.651779935275081,FALSE,-0.0938511326860841,FALSE,"FALSE2014",-0.0938511326860841
"216","G6/G7",4,"BIS","Female",2014,540,3090,0.174757281553398,1.44983818770227,0.651779935275081,FALSE,-0.087378640776699,FALSE,"FALSE2014",-0.087378640776699
"217","SCS",5,"BIS","Female",2014,100,3090,0.0323624595469256,0.388349514563107,0.651779935275081,FALSE,-0.0161812297734628,FALSE,"FALSE2014",-0.0161812297734628
"218","SCS",5,"BIS","Male",2014,140,3090,0.0453074433656958,0.388349514563107,0.651779935275081,FALSE,-0.0226537216828479,FALSE,"FALSE2014",-0.0226537216828479
"219","SEO/HEO",3,"BIS","Male",2014,630,3090,0.203883495145631,1.10679611650485,0.651779935275081,FALSE,-0.101941747572816,FALSE,"FALSE2014",-0.101941747572816
"220","SEO/HEO",3,"BIS","Female",2014,510,3090,0.16504854368932,1.10679611650485,0.651779935275081,FALSE,-0.0825242718446602,FALSE,"FALSE2014",-0.0825242718446602
"221","AO/AA",1,"BIS","Female",2010,240,4010,0.0598503740648379,0.0972568578553616,0.613466334164589,FALSE,0.029925187032419,TRUE,"TRUE2010",0.029925187032419
"222","AO/AA",1,"BIS","Male",2010,150,4010,0.0374064837905237,0.0972568578553616,0.613466334164589,FALSE,0.0187032418952618,TRUE,"TRUE2010",0.0187032418952618
"223","EO",2,"BIS","Female",2010,360,4010,0.0897755610972569,0.314214463840399,0.613466334164589,FALSE,0.0448877805486284,TRUE,"TRUE2010",0.0448877805486284
"224","EO",2,"BIS","Male",2010,270,4010,0.0673316708229426,0.314214463840399,0.613466334164589,FALSE,0.0336658354114713,TRUE,"TRUE2010",0.0336658354114713
"225","G6/G7",4,"BIS","Male",2010,680,4010,0.169576059850374,1.21695760598504,0.613466334164589,FALSE,0.084788029925187,TRUE,"TRUE2010",0.084788029925187
"226","G6/G7",4,"BIS","Female",2010,540,4010,0.134663341645885,1.21695760598504,0.613466334164589,FALSE,0.0673316708229426,TRUE,"TRUE2010",0.0673316708229426
"227","SCS",5,"BIS","Female",2010,100,4010,0.0249376558603491,0.324189526184539,0.613466334164589,FALSE,0.0124688279301746,TRUE,"TRUE2010",0.0124688279301746
"228","SCS",5,"BIS","Male",2010,160,4010,0.0399002493765586,0.324189526184539,0.613466334164589,FALSE,0.0199501246882793,TRUE,"TRUE2010",0.0199501246882793
"229","SEO/HEO",3,"BIS","Male",2010,810,4010,0.201995012468828,1.11471321695761,0.613466334164589,FALSE,0.100997506234414,TRUE,"TRUE2010",0.100997506234414
"230","SEO/HEO",3,"BIS","Female",2010,680,4010,0.169576059850374,1.11471321695761,0.613466334164589,FALSE,0.084788029925187,TRUE,"TRUE2010",0.084788029925187
"231","AO/AA",1,"BIS","Female",2014,100,3090,0.0323624595469256,0.0550161812297735,0.651779935275081,FALSE,0.0161812297734628,TRUE,"TRUE2014",0.0161812297734628
"232","AO/AA",1,"BIS","Male",2014,70,3090,0.0226537216828479,0.0550161812297735,0.651779935275081,FALSE,0.0113268608414239,TRUE,"TRUE2014",0.0113268608414239
"233","EO",2,"BIS","Female",2014,240,3090,0.0776699029126214,0.258899676375405,0.651779935275081,FALSE,0.0388349514563107,TRUE,"TRUE2014",0.0388349514563107
"234","EO",2,"BIS","Male",2014,160,3090,0.0517799352750809,0.258899676375405,0.651779935275081,FALSE,0.0258899676375405,TRUE,"TRUE2014",0.0258899676375405
"235","G6/G7",4,"BIS","Male",2014,580,3090,0.187702265372168,1.44983818770227,0.651779935275081,FALSE,0.0938511326860841,TRUE,"TRUE2014",0.0938511326860841
"236","G6/G7",4,"BIS","Female",2014,540,3090,0.174757281553398,1.44983818770227,0.651779935275081,FALSE,0.087378640776699,TRUE,"TRUE2014",0.087378640776699
"237","SCS",5,"BIS","Female",2014,100,3090,0.0323624595469256,0.388349514563107,0.651779935275081,FALSE,0.0161812297734628,TRUE,"TRUE2014",0.0161812297734628
"238","SCS",5,"BIS","Male",2014,140,3090,0.0453074433656958,0.388349514563107,0.651779935275081,FALSE,0.0226537216828479,TRUE,"TRUE2014",0.0226537216828479
"239","SEO/HEO",3,"BIS","Male",2014,630,3090,0.203883495145631,1.10679611650485,0.651779935275081,FALSE,0.101941747572816,TRUE,"TRUE2014",0.101941747572816
"240","SEO/HEO",3,"BIS","Female",2014,510,3090,0.16504854368932,1.10679611650485,0.651779935275081,FALSE,0.0825242718446602,TRUE,"TRUE2014",0.0825242718446602
"241","AO/AA",1,"CO","Female",2010,100,1350,0.0740740740740741,0.133333333333333,0.607407407407407,FALSE,-0.037037037037037,FALSE,"FALSE2010",-0.037037037037037
"242","AO/AA",1,"CO","Male",2010,80,1350,0.0592592592592593,0.133333333333333,0.607407407407407,FALSE,-0.0296296296296296,FALSE,"FALSE2010",-0.0296296296296296
"243","EO",2,"CO","Female",2010,170,1350,0.125925925925926,0.37037037037037,0.607407407407407,FALSE,-0.062962962962963,FALSE,"FALSE2010",-0.062962962962963
"244","EO",2,"CO","Male",2010,80,1350,0.0592592592592593,0.37037037037037,0.607407407407407,FALSE,-0.0296296296296296,FALSE,"FALSE2010",-0.0296296296296296
"245","G6/G7",4,"CO","Female",2010,150,1350,0.111111111111111,0.948148148148148,0.607407407407407,FALSE,-0.0555555555555556,FALSE,"FALSE2010",-0.0555555555555556
"246","G6/G7",4,"CO","Male",2010,170,1350,0.125925925925926,0.948148148148148,0.607407407407407,FALSE,-0.062962962962963,FALSE,"FALSE2010",-0.062962962962963
"247","SCS",5,"CO","Female",2010,90,1350,0.0666666666666667,0.740740740740741,0.607407407407407,FALSE,-0.0333333333333333,FALSE,"FALSE2010",-0.0333333333333333
"248","SCS",5,"CO","Male",2010,110,1350,0.0814814814814815,0.740740740740741,0.607407407407407,FALSE,-0.0407407407407407,FALSE,"FALSE2010",-0.0407407407407407
"249","SEO/HEO",3,"CO","Female",2010,210,1350,0.155555555555556,0.844444444444444,0.607407407407407,FALSE,-0.0777777777777778,FALSE,"FALSE2010",-0.0777777777777778
"250","SEO/HEO",3,"CO","Male",2010,170,1350,0.125925925925926,0.844444444444444,0.607407407407407,FALSE,-0.062962962962963,FALSE,"FALSE2010",-0.062962962962963
"251","AO/AA",1,"CO","Male",2014,70,2130,0.0328638497652582,0.07981220657277,0.645070422535211,FALSE,-0.0164319248826291,FALSE,"FALSE2014",-0.0164319248826291
"252","AO/AA",1,"CO","Female",2014,100,2130,0.0469483568075117,0.07981220657277,0.645070422535211,FALSE,-0.0234741784037559,FALSE,"FALSE2014",-0.0234741784037559
"253","EO",2,"CO","Female",2014,200,2130,0.0938967136150235,0.309859154929577,0.645070422535211,FALSE,-0.0469483568075117,FALSE,"FALSE2014",-0.0469483568075117
"254","EO",2,"CO","Male",2014,130,2130,0.0610328638497653,0.309859154929577,0.645070422535211,FALSE,-0.0305164319248826,FALSE,"FALSE2014",-0.0305164319248826
"255","G6/G7",4,"CO","Female",2014,340,2130,0.15962441314554,1.40845070422535,0.645070422535211,FALSE,-0.07981220657277,FALSE,"FALSE2014",-0.07981220657277
"256","G6/G7",4,"CO","Male",2014,410,2130,0.192488262910798,1.40845070422535,0.645070422535211,FALSE,-0.0962441314553991,FALSE,"FALSE2014",-0.0962441314553991
"257","SCS",5,"CO","Female",2014,90,2130,0.0422535211267606,0.539906103286385,0.645070422535211,FALSE,-0.0211267605633803,FALSE,"FALSE2014",-0.0211267605633803
"258","SCS",5,"CO","Male",2014,140,2130,0.0657276995305164,0.539906103286385,0.645070422535211,FALSE,-0.0328638497652582,FALSE,"FALSE2014",-0.0328638497652582
"259","SEO/HEO",3,"CO","Female",2014,320,2130,0.150234741784038,0.887323943661972,0.645070422535211,FALSE,-0.0751173708920188,FALSE,"FALSE2014",-0.0751173708920188
"260","SEO/HEO",3,"CO","Male",2014,310,2130,0.145539906103286,0.887323943661972,0.645070422535211,FALSE,-0.0727699530516432,FALSE,"FALSE2014",-0.0727699530516432
"261","AO/AA",1,"CO","Female",2010,100,1350,0.0740740740740741,0.133333333333333,0.607407407407407,FALSE,0.037037037037037,TRUE,"TRUE2010",0.037037037037037
"262","AO/AA",1,"CO","Male",2010,80,1350,0.0592592592592593,0.133333333333333,0.607407407407407,FALSE,0.0296296296296296,TRUE,"TRUE2010",0.0296296296296296
"263","EO",2,"CO","Female",2010,170,1350,0.125925925925926,0.37037037037037,0.607407407407407,FALSE,0.062962962962963,TRUE,"TRUE2010",0.062962962962963
"264","EO",2,"CO","Male",2010,80,1350,0.0592592592592593,0.37037037037037,0.607407407407407,FALSE,0.0296296296296296,TRUE,"TRUE2010",0.0296296296296296
"265","G6/G7",4,"CO","Female",2010,150,1350,0.111111111111111,0.948148148148148,0.607407407407407,FALSE,0.0555555555555556,TRUE,"TRUE2010",0.0555555555555556
"266","G6/G7",4,"CO","Male",2010,170,1350,0.125925925925926,0.948148148148148,0.607407407407407,FALSE,0.062962962962963,TRUE,"TRUE2010",0.062962962962963
"267","SCS",5,"CO","Female",2010,90,1350,0.0666666666666667,0.740740740740741,0.607407407407407,FALSE,0.0333333333333333,TRUE,"TRUE2010",0.0333333333333333
"268","SCS",5,"CO","Male",2010,110,1350,0.0814814814814815,0.740740740740741,0.607407407407407,FALSE,0.0407407407407407,TRUE,"TRUE2010",0.0407407407407407
"269","SEO/HEO",3,"CO","Female",2010,210,1350,0.155555555555556,0.844444444444444,0.607407407407407,FALSE,0.0777777777777778,TRUE,"TRUE2010",0.0777777777777778
"270","SEO/HEO",3,"CO","Male",2010,170,1350,0.125925925925926,0.844444444444444,0.607407407407407,FALSE,0.062962962962963,TRUE,"TRUE2010",0.062962962962963
"271","AO/AA",1,"CO","Male",2014,70,2130,0.0328638497652582,0.07981220657277,0.645070422535211,FALSE,0.0164319248826291,TRUE,"TRUE2014",0.0164319248826291
"272","AO/AA",1,"CO","Female",2014,100,2130,0.0469483568075117,0.07981220657277,0.645070422535211,FALSE,0.0234741784037559,TRUE,"TRUE2014",0.0234741784037559
"273","EO",2,"CO","Female",2014,200,2130,0.0938967136150235,0.309859154929577,0.645070422535211,FALSE,0.0469483568075117,TRUE,"TRUE2014",0.0469483568075117
"274","EO",2,"CO","Male",2014,130,2130,0.0610328638497653,0.309859154929577,0.645070422535211,FALSE,0.0305164319248826,TRUE,"TRUE2014",0.0305164319248826
"275","G6/G7",4,"CO","Female",2014,340,2130,0.15962441314554,1.40845070422535,0.645070422535211,FALSE,0.07981220657277,TRUE,"TRUE2014",0.07981220657277
"276","G6/G7",4,"CO","Male",2014,410,2130,0.192488262910798,1.40845070422535,0.645070422535211,FALSE,0.0962441314553991,TRUE,"TRUE2014",0.0962441314553991
"277","SCS",5,"CO","Female",2014,90,2130,0.0422535211267606,0.539906103286385,0.645070422535211,FALSE,0.0211267605633803,TRUE,"TRUE2014",0.0211267605633803
"278","SCS",5,"CO","Male",2014,140,2130,0.0657276995305164,0.539906103286385,0.645070422535211,FALSE,0.0328638497652582,TRUE,"TRUE2014",0.0328638497652582
"279","SEO/HEO",3,"CO","Female",2014,320,2130,0.150234741784038,0.887323943661972,0.645070422535211,FALSE,0.0751173708920188,TRUE,"TRUE2014",0.0751173708920188
"280","SEO/HEO",3,"CO","Male",2014,310,2130,0.145539906103286,0.887323943661972,0.645070422535211,FALSE,0.0727699530516432,TRUE,"TRUE2014",0.0727699530516432
"281","AO/AA",1,"DfT","Male",2010,90,2470,0.0364372469635627,0.0931174089068826,0.601619433198381,FALSE,-0.0182186234817814,FALSE,"FALSE2010",-0.0182186234817814
"282","AO/AA",1,"DfT","Female",2010,140,2470,0.0566801619433198,0.0931174089068826,0.601619433198381,FALSE,-0.0283400809716599,FALSE,"FALSE2010",-0.0283400809716599
"283","EO",2,"DfT","Male",2010,420,2470,0.17004048582996,0.469635627530364,0.601619433198381,FALSE,-0.0850202429149798,FALSE,"FALSE2010",-0.0850202429149798
"284","EO",2,"DfT","Female",2010,160,2470,0.0647773279352227,0.469635627530364,0.601619433198381,FALSE,-0.0323886639676113,FALSE,"FALSE2010",-0.0323886639676113
"285","G6/G7",4,"DfT","Male",2010,470,2470,0.190283400809717,1.10121457489879,0.601619433198381,FALSE,-0.0951417004048583,FALSE,"FALSE2010",-0.0951417004048583
"286","G6/G7",4,"DfT","Female",2010,210,2470,0.0850202429149798,1.10121457489879,0.601619433198381,FALSE,-0.0425101214574899,FALSE,"FALSE2010",-0.0425101214574899
"287","SCS",5,"DfT","Female",2010,50,2470,0.0202429149797571,0.323886639676113,0.601619433198381,FALSE,-0.0101214574898785,FALSE,"FALSE2010",-0.0101214574898785
"288","SCS",5,"DfT","Male",2010,110,2470,0.0445344129554656,0.323886639676113,0.601619433198381,FALSE,-0.0222672064777328,FALSE,"FALSE2010",-0.0222672064777328
"289","SEO/HEO",3,"DfT","Female",2010,280,2470,0.11336032388664,1.02024291497976,0.601619433198381,FALSE,-0.0566801619433198,FALSE,"FALSE2010",-0.0566801619433198
"290","SEO/HEO",3,"DfT","Male",2010,560,2470,0.226720647773279,1.02024291497976,0.601619433198381,FALSE,-0.11336032388664,FALSE,"FALSE2010",-0.11336032388664
"291","AO/AA",1,"DfT","Female",2014,80,1850,0.0432432432432432,0.0972972972972973,0.635675675675676,FALSE,-0.0216216216216216,FALSE,"FALSE2014",-0.0216216216216216
"292","AO/AA",1,"DfT","Male",2014,100,1850,0.0540540540540541,0.0972972972972973,0.635675675675676,FALSE,-0.027027027027027,FALSE,"FALSE2014",-0.027027027027027
"293","EO",2,"DfT","Female",2014,100,1850,0.0540540540540541,0.248648648648649,0.635675675675676,FALSE,-0.027027027027027,FALSE,"FALSE2014",-0.027027027027027
"294","EO",2,"DfT","Male",2014,130,1850,0.0702702702702703,0.248648648648649,0.635675675675676,FALSE,-0.0351351351351351,FALSE,"FALSE2014",-0.0351351351351351
"295","G6/G7",4,"DfT","Female",2014,220,1850,0.118918918918919,1.40540540540541,0.635675675675676,FALSE,-0.0594594594594595,FALSE,"FALSE2014",-0.0594594594594595
"296","G6/G7",4,"DfT","Male",2014,430,1850,0.232432432432432,1.40540540540541,0.635675675675676,FALSE,-0.116216216216216,FALSE,"FALSE2014",-0.116216216216216
"297","SCS",5,"DfT","Female",2014,40,1850,0.0216216216216216,0.324324324324324,0.635675675675676,FALSE,-0.0108108108108108,FALSE,"FALSE2014",-0.0108108108108108
"298","SCS",5,"DfT","Male",2014,80,1850,0.0432432432432432,0.324324324324324,0.635675675675676,FALSE,-0.0216216216216216,FALSE,"FALSE2014",-0.0216216216216216
"299","SEO/HEO",3,"DfT","Female",2014,240,1850,0.12972972972973,1.1027027027027,0.635675675675676,FALSE,-0.0648648648648649,FALSE,"FALSE2014",-0.0648648648648649
"300","SEO/HEO",3,"DfT","Male",2014,440,1850,0.237837837837838,1.1027027027027,0.635675675675676,FALSE,-0.118918918918919,FALSE,"FALSE2014",-0.118918918918919
"301","AO/AA",1,"DfT","Male",2010,90,2470,0.0364372469635627,0.0931174089068826,0.601619433198381,FALSE,0.0182186234817814,TRUE,"TRUE2010",0.0182186234817814
"302","AO/AA",1,"DfT","Female",2010,140,2470,0.0566801619433198,0.0931174089068826,0.601619433198381,FALSE,0.0283400809716599,TRUE,"TRUE2010",0.0283400809716599
"303","EO",2,"DfT","Male",2010,420,2470,0.17004048582996,0.469635627530364,0.601619433198381,FALSE,0.0850202429149798,TRUE,"TRUE2010",0.0850202429149798
"304","EO",2,"DfT","Female",2010,160,2470,0.0647773279352227,0.469635627530364,0.601619433198381,FALSE,0.0323886639676113,TRUE,"TRUE2010",0.0323886639676113
"305","G6/G7",4,"DfT","Male",2010,470,2470,0.190283400809717,1.10121457489879,0.601619433198381,FALSE,0.0951417004048583,TRUE,"TRUE2010",0.0951417004048583
"306","G6/G7",4,"DfT","Female",2010,210,2470,0.0850202429149798,1.10121457489879,0.601619433198381,FALSE,0.0425101214574899,TRUE,"TRUE2010",0.0425101214574899
"307","SCS",5,"DfT","Female",2010,50,2470,0.0202429149797571,0.323886639676113,0.601619433198381,FALSE,0.0101214574898785,TRUE,"TRUE2010",0.0101214574898785
"308","SCS",5,"DfT","Male",2010,110,2470,0.0445344129554656,0.323886639676113,0.601619433198381,FALSE,0.0222672064777328,TRUE,"TRUE2010",0.0222672064777328
"309","SEO/HEO",3,"DfT","Female",2010,280,2470,0.11336032388664,1.02024291497976,0.601619433198381,FALSE,0.0566801619433198,TRUE,"TRUE2010",0.0566801619433198
"310","SEO/HEO",3,"DfT","Male",2010,560,2470,0.226720647773279,1.02024291497976,0.601619433198381,FALSE,0.11336032388664,TRUE,"TRUE2010",0.11336032388664
